제목,저자,발행기관,학술지명,권호사항,발행연도,작성언어,주제어,KDC,등재정보,자료형태,발행기관 URL,수록면,KCI 피인용횟수,비고,중단사유,제공처,소장기관,국문 초록 (Abstract),다국어 초록 (Multilingual Abstract),목차
지역정보화의 딜레마 = 지방정부 역량의 한계와 지역간 격차,정병걸(Jung Byung Kul),한국지역정보화학회,한국지역정보화학회지(JOURNAL OF KOREAN ASSOCIATION FOR REGIONAL INFORMATION SOCIETY),"Vol.9No.2[2006]
",2006,Korean,"지역정보화,딜레마,지방정부,regional informatization,dilemma,local government",,KCI등재,"학술저널
",http://www.karis21.or.kr/,33-53,,,, DBpia,,1990대를 전후하여 시작된 지역정보화는 1990년대 후반에 접어들면서 지방정부 주도의 지역정보화로 변화되었다. 그러나 지방정부 주도의 지역정보화는 주도자로서의 지방정부의 능력의 한계와 지역간 격차의 심화 가능성 등으로 인해 성공의 가능성을 장담할 수 없다. 지방정부의 취약한 능력과 지역간 격차가 존재하는 상황에서 지역정보화는 정보화의 지연과 지역간 격차를 심화시키는 위험성을 가지고 있기 때문이다. 지역정보화가 실패의 상황에 놓이게 될 경우 지방정부 주도의 지역정보화를 더 이상 추진할 수 없는 상황에 도달할 수도 있다. 이 경우 중앙정부의 주도적 역할을 고려할 수 있지만 지방 분권의 필요성과 상황을 고려할 때 이것 또한 바람직하지 않다는 점에서 대응 자체가 곤란한 심각한 딜레마 상황에 빠질 가능성이 있다. 따라서 지역정보화의 과정에서 발생할 수 있는 딜레마의 성격과 의미에 대해 살펴보고 이러한 문제의 예방과 관련된 함의들을 찾아본다.,"In Korea, regional Informatization, burgeoned its bud no later than the early 1990s, has entered the new period of pulled-by-local government strategy by giving up pulled-by-community strategy in the late 1990s. The new strategy, extending the intension of government informatization to regional informatization, has paved the road to regional informatization. However regional informatization is doomed to failure without removing the obstacles such as low capacity of local governments and capacity gap between local communities. Under such circumstances, regional informatization is to be entrapped by the dilemma of choice between across-the-board intervention of central government and autonomy of local governments. For preventing the occurrence of dilemma, several implications are found and suggestions are provided.","〈요약〉
〈Abstract〉
Ⅰ. 들어가면서
Ⅱ. 지역정보화의 내포(內包)와 외연(外延)
Ⅲ. 지역정보화의 제약 요인과 딜레마
Ⅳ. 결론 및 함의
[참고문헌]
"
정보통신기술의 확산과 선택에 의한 기술격차,정병걸(Jung Byung-Kul),한국과학기술학회,과학기술학연구(Journal of Science & Technology Studies),"Vol.6No.2[2006]
",2006,Korean,"정보격차,선택,정보통신기술,기술확산,digital divide,choice,ICTs,technology diffusion",505.0,KCI등재,"학술저널
",,103-129,,,," ScienceON, &nbsp;&nbsp; DBpia",,,"In spite of decreased attention to digital divide, it has been pointed out as one of the main obstacles to realization of information society. At the outset, two conflicting explanations, optimism and pessimism, have directed their attention to objective basis of digital divide in common. They, however, have been neglected the fact that accessibilities can be varied not only by objective conditions but by subjective conditions such as individual recognition of necessity and willingness. Subsequent choices can be a crucial factor to determine whether to or not to access. In USA, over 50% of potential users determined not to access to the internet by their own will and choices. By the user survey on internet, 'do not feel the necessity' ranked the first reason not to use the internet in South Korea. The respondents who chose 'no time to use' tend to decrease but kept holding their shares, too. The relative importance of 'not to access' by individual choice have been increased. Whether the non-users of ICTs by choice is in or beyond the scope of digital divide, it evidently shows the necessity and importance of directing our attention to it on the way to information society.",
정보격차 해소를 통한 교육 복지 공동체 실현방안에 대한 연구 = Realization of Educational Welfare Community by Resolving Information Gap,김문수,한국기독교교육정보학회,기독교교육정보(Korea society for christion education & information technology),"Vol.15No.-[2006]
",2006,,,,KCI등재,"학술저널
",,109-131,2.0,,, KCI,호서대학교(아산) 학술지원과,,"The concept of welfare originated from 'love and equality' in the Bible. So, educational welfare means resolving inequality in education by giving opportunity and quality.
Today, we have succeeded in improving the educational environment and increasing the opportunities for education. But, we have many problems with regard to the inequality of education. The economical gap between the poor and the rich deepen the inequality of education. An alternative proposal to solve this problem is e-learning by using information technology. E-learning provides easy, convenient, and useful tools, and guarantees free and equal access with a low price. It can be an open service for all people.
But, e-learning doesn't have an all-round capability. To make this alternative plan successful, the information gap must be resolved. Though, Korea ranks 7th in high-tech in the world, 52.6% ofthe people are out of touch with the benefits of information technology. It is not the matter of an economical gap or the possession of an information machine and tools; rather it is the matter of information illiteracy, an informational mind, and the unbalanced use of information.
Therefore, to construct a digital educational welfare community, it is an urgent problem to resolve the information gap by teaching information literacy, developing good digital contents, and promoting a balanced use of information.",
정보격차해소법제에 관한 고찰 = A Review of Digital Divide Closing,차성민 ( Seong Min Cha ),한남대학교 과학기술법연구원,과학기술법연구(N/A),"Vol.12No.1[2006]
",2006,,"digital divide,Digital Divide Closing Act,information-alienated class,digital opportunity,digital inclusion",300.0,KCI등재,"학술저널
",,115-143,,,," RISS, &nbsp;&nbsp; KCI, &nbsp;&nbsp; KISS",,,"The right to free access to information through ICT has become important factor in realizing the dignity and value of basic human rights in our age of information society. However, it is also true that there are differences between each individual in one`s ability to connect to such network(so-called digital divide). Digital divide has been a hot issue in closing social conflicts and promoting in today`s information society. This has created an important legal concern. In Korea, Digital Divide Closing Act is established to help ensure a universal, unlimited access to the telecommunications networks and use of the telecommunications services for low-income earners, rural residents, the disabled, the aged, women, etc., who have difficulties in accessing or using the telecommunications services for economic, regional, physical or social reasons. So that the nation can improve the quality of living for these people and thereby contribute to the balanced growth of the national economy. Nonetheless, the Act is not so efficacious as legislation aim claims to be. It is treated improvements to closing digital divide in this article.",
속성의 정렬 가능성이 비교 광고 효과에 미치는 영향 = 정보제시 형태의 구조성과 지각된 품질격차의 조절적 역할을 중심으로,"하영원(Young Won Ha),정성희(Sung Hee Chung),안희경(Hee Kyung Ahn)",한국마케팅학회,마케팅연구(Korea Marketing Review),"Vol.21No.1[2006]
",2006,Korean,"structural alignabililty,information presentation format,perceived quality,comparative advertisement strategies",,KCI등재,"학술저널
",http://www.kma.re.kr,97-117,10.0,,, DBpia,영남대학교 중앙도서관,,,
정보기술과 학력간 임금격차,"최강식(Kang-Shik Choi),정진욱(Jinook Jeong)",연세대학교 동서문제연구원,동서연구(East and West Studies),"Vol.17No.2[2005]
",2005,Korean,,340.0,KCI등재,"학술저널
",http://iews.or.kr,117-142,,,, DBpia,영남대학교 중앙도서관,,,
정보격차해소 및 정보화역기능방지사업의 경제적 성과에 관한 연구,홍성표,충남대학교 경상대학 경영경제연구소,경영경제연구(Journal of management & economics),"Vol.27No.2[2005]
",2005,Korean,,325.05,KCI등재,"학술저널
",,111-132,,,," RISS, &nbsp;&nbsp; DBpia",,"경제구조가 지식기반경제로 전환되는 시점에서 지식기반경제의 인프라를 구축하고 성공적으로 전환이 이루어지도록 정부에서는 다양한 사업을 추전하고 있다. 그런데 최근 정부가 주도하고 있는 사업의 성과를 측정하여 향후 정부사업의 효율성을 파악하고 사업의 성과향상을 위한 기초자료로 활용하고자 하는 평가가 이루어지고 있다.
본 연구는 정부가 추진하고 있는 정보격차해소 및 정보화역기능예방사업의 정성적 성과를 경제적 가치로 환산하는 방법으로서 CVM을 활용하였다. 추정결과 사업의 경제적 가치는 총 9조 2,730억원에 달하는 것으로 추정되었고, 이는 투입액의 271배에 이른다.
사업의 성격이 공공재적 성격이 강하기 때문에 직접적 경제성이 부족하다는 한계가 있음에도 불구하고 경제적 가치가 사업비를 초과하는 승수효과를 보인다는 것은 사업의 경제적 효과가 충분히 크다는 것을 의미한다. 정부에서는 지식기반사회로의 성공적 이행을 위하여 정보화사회의 인프라 구축을 위한 적극적인 사업을 계획하고 추진하여야 한다. 그럼으로써 21세기 국가경쟁력의 근간을 마련할 수 있을 것으로 판단된다.",,
연구논문 : 한국사회의 소득별에 따른 성별정보격차에 관한 연구 = Information gap by gender-income in Korea,손경미 ( Kyoung Me Son ),부산대학교 여성학연구소,여성학연구(Journal of Women's Studies),"Vol.14·15No.-[2005]
",2005,,,337.0,KCI등재,"학술저널
",,35-67,,,, KISS,부산대학교 중앙도서관,,,
도시 저소득층의 정보빈곤 양상과 정보격차 해소를 위한 공공도서관 봉사방안 연구 = Information Poverty of the Urban Poor and the Role of Public Library Services in Bridging the Digital Divide: An Ethnography,장덕현,한국도서관·정보학회,한국도서관정보학회지,"Vol.36No.1[2005]
",2005,,,,KCI등재,"학술저널
",http://liss.jams.or.kr,219-236,4.0,,," ScienceON, &nbsp;&nbsp; KCI",영남대학교 중앙도서관,"이 연구는 도시저소득층의 일상적 생활세계를 ‘정보적 관점’으로 접근하고자 한 질적 연구이다. 자료는 질적 면담과 참여관찰을 통하여 수집, 분석하였으며, 부산, 대구, 대전, 광주 지역의 대도시 저소득계층이 지니고 있는 일상적 정보요구와 정보행태를 밀착 조사하고 분석함으로써, 우리 사회의 소수자들이 당면해 있는 정보빈곤의 실태와 이러한 현상을 초래하는 제반 요인을 파악하고자 하였다. 구체적으로 이 연구는 정보빈곤 현상과 정보행태의 소극성 간의 상관관계를 검증하기 위하여 일상적 고민의 유형과 대처 방법상의 특성; 일상적 정보를 얻기 위하여 이용하는 매체의 유형과 특성; 그리고 일상 정보의 탐색과 수집 과정에서 경험하는 각종 장애 등의 범주에 접근하였으며, 소외계층을 위한 공공도서관 서비스 방안을 제시하였다.","This study intends to shed light on the everyday lives of the urban poor in four metro areas in Korea, viewed especially from the information perspective. Employing in-depth interviews and participant observation interchangeably, it attempts to illustrate such phenomena as information poverty, and to scrutinize the reasons of their passive behaviors in information seeking. This paper, specifically, focuses on the following characteristics of information need and information related behaviors of the urban poor: types of everyday concerns and ways to deal with them; characteristics of the help provided; types of information sources consulted; and, barriers and limitation of everyday information seeking and information use.",
섬 지역의 정보격차에 관한 연구 = A Study on the Digital Divide of an Island,"노순국,Noh Sun-Kuk",한국정보통신학회,한국정보통신학회논문지(Journal of the Korea Institute Of Information and Communication Engineering),"Vol.9No.2[2005]
",2005,Korean,"Information Communication Technology(ICT),digital divide,Islands",,KCI등재,"학술저널
",http://www.kiice.org,438-444,0.0,,, ScienceON,,"우리나라 정보통신 이용현황은 2004년 6월말 기준 CDMA방식을 이용하는 이동전화 가입자는 약 3,601만, ADSL 방식 등을 이용하는 초고속 인터넷 가입자는 약 1,161만명으로 급속히 발전하였다. 하지만 이러한 정보통신기술(In . Information Communication Technology)의 발전과 이용인구의 비약적인 증가에도 불구하고 농어촌 및 섬에는 지형적, 경제적 이유로 대도시와의 정보격차가 현저하게 존재하고 있는 실정이다. 본 연구는 지형적, 경제적인 원인으로 인해 정보접근기회가 상대적으로 적은 정보소외계층이 많이 존재하는 섬 지역에 중점을 두어 정보통신망을 구축할 수 있는 정보통신기술을 살펴보고 섬 지역의 정보격차 해소를 위한 방안을 제안한다.","In Korea, the situation to use a Information Communication Technology(In) was rapidly developed that the subscriber using CDMA mobile phone are about 3,601 ten thousand and the subscriber of very high-speed service for Internet using ADSL etc., are about 1,161 ten thousand, the base June, 2004. However, nevertheless the development of In and more rapid increase of subscriber, a farming, finishing villages and an islands are being exist a sharp difference of digital divide compare with a big city because of geometrical, economical reasons. In this paper, to put empasis in an Islands that the alienation class of Information are many exist, relatively small opportunity of information access because of geometrical, economical reasons, 1 search a ICT for Information Communication Network and propose a plan for Solution of Digital Divide of an Islands.",
한국사회의 소득별에 따른 성별정보격차에 관한 연구 = Information gap by gender-income in Korea,손경미 ( Kyoung Me Son ),부산대학교 여성연구소,여성학연구(Journal of Women's Studies),"Vol.15No.1[2005]
",2005,,,300.0,KCI등재,"학술저널
",,35-67,,,, KISS,,,,
중소기업 정보화 수준 격차 해소방안에 관한 국가 간 비교연구 = How can we narrow the digital divide among SMEs in APEC member economies?,"권순동,양희동,손용엽,이성봉,서진영,조택희",한국정보기술응용학회,Journal of Information Technology Applications & Management (Journal of Information Technology Applications & Management),"Vol.12No.2[2005]
",2005,Korean,"Digital Divide,SME Inlormatization,ICT Adoption",5.705,KCI등재,"학술저널
",http://www.kdbs.or.kr,79-106,0.0,,," ScienceON, &nbsp;&nbsp; eArticle",영남대학교 중앙도서관,,,"Abstract
 1. 서론
 2. 선행연구 및 연구모델
 2.1 정보화 격차와 정보화 지표
 2.2 중소기업 정보화 수준 평가모델
 3. 연구방법론
 3.1 연구방법, 대상 및 절차
 3.2 측정도구
 4. 분석 및 논의
 4.1 데이터의 특성
 4.2 분석결과
 5. 결론 및 시사점
 5.1 연구의 요약
 5.2 연구의 의의 및 한계
 참고문헌
 부록"
정보시스템 투자의 성과격차 유발요인에 관한 실증연구 = An Empirical Study of Factors Affecting the Value Gap in IS Investment,"박기호,조남재",한국경영과학회,경영과학(Korean management science review),"Vol.21No.2[2004]
",2004,Korean,"Information System,Value dlscrepancy,Expected value,Potential value,Realized value,Valanced scorecard,IS payoff,Barriers",325.0,KCI등재,"학술저널
",http://www.korms.or.kr,145-165,5.0,,," ScienceON, &nbsp;&nbsp; DBpia",호서대학교(아산) 학술지원과,,"Frequently, lots of organizations have experienced the value discrepancy between the expected value and the realized value from IS (information systems) investments. Being positive or negative the difference is, however, the existence of discrepancy itself is an evidence of less-than-sound management and measurement of IS projects. Analyzing the factors that cause such discrepancy has become an issue of scrutiny both in academia and in practice. 
We model which factors, as predictors, will affect the value discrepancy, as dependent variables, in IS investment. This research will establish and examine the research model, the validity of category classification of value discrepancy factors and the perceptual level of IS value discrepancy by survey research. As a result of the survey research, the strategic alignment, the proper system design for staffs, the project planning capability, and interdepartmental task cooperation are perceived as the factors that significantly affect the value discrepancy. And known as IS success factors such as the managerial support, the change management, the standardized process, and the competitive investment are not significant factors.
The research findings will provide and emphasize useful implications which factors should be deliberately investigated in IS investment both for practices considering is deployment and for academia.
","Abstract 
1.서론 
2.이론적 배경 
3.연구방법 
4.연구결과 
5.결론 및 시사점 
참고문헌
"
정보격차의 기술적 요인,조주은(CHO Joo Eun),지역사회학회,지역사회학(Korean regional sociology),"Vol.6No.1[2004]
",2004,,"정보격차,보편적 설계,기술의 사회적 구성,보편적 서비스,조작의 적합성,digital divide,universal design,universal service,operational suitability",330.0,KCI등재,"학술저널
",,101-125,,,, 스콜라,강원대학교 중앙도서관,,"This paper intends to compare and analyze how the social and technical factors influence the digital divide. I analyze the laws and guidelines on the universal design in Korea and the United States and compare the materialization level of the universal design. The universal design is very important technology that can decrease the digital divide which is resulted from operational suitability and it is hardly accomplish without an institutional support since its failure in the market area. After 1990s, the social efforts for institutionalization of the universal design have obtained positive results according to the diffusion of a social understanding of the universal design. The United States is the most advanced country in this field and Korea is also a leading country that enacted the law to decrease the digital divide.
  My analysis, however, showed the followings. First, there is a big difference in details and legal force related with the universal design between two countries. Even though the laws in Korea look as similar as those in the United States, most of them are not compulsive but voluntary that they are lack of legal effectiveness, executive body, penal regulation, and budget. Second, the level of materialization of the universal design in Korea is far lower than in the United States. These differences could explain that the digital divide among the aged and people with disabilities in Korea is much more serious than in the United States.",
An Experimental Examination on the Differentiation of Digital Divide = 정보격차의 분화에 관한 실험적 고찰,"Jong-Whan Hwang,Suk-Nam Ko",한국산업경제학회,산업경제연구( Journal of Industrial Economics and Business),"Vol.17No.5[2004]
",2004,English,,323.05,KCI등재,"학술저널
",http://www.kiea.ne.kr,1691-1710,,,, DBpia,,,,"Ⅰ. Introduction
Ⅱ. Research Trends
Ⅲ. Measurement of Digital Divide
Ⅳ. Conclusion and Future Research Directions
References
Appendix
요약"
"국제적 정보격차, 어떻게 이해할 것인가?: APEC 지역 및 OECD 자료를 중심으로 = How to Understand Global Digital Divide in the APEC Region?",김기홍 ( Gi Hong Kim ),한국국제경제학회,국제경제연구(Kukje Kyungje Yongu),"Vol.10No.3[2004]
",2004,,"정보격차,경제발전,Digital Divide,IT,Economic Development,APEC",300.0,KCI등재,"학술저널
",http://www.kiea.or.kr,263-288,5.0,,," KCI, &nbsp;&nbsp; KISS",영남대학교 중앙도서관,,"It is said that global digital divide, the gap in the access and the use of IT between rich and poor countries, should be bridged. The reason is as follows: the global digital divide is widening; the global digital divide will worsen the economic situations in developing countries. This paper shows that the global digital divide in the APEC region is declining, not widening, by using per-capita IT indicators as well as income-based IT indicators, and that there is relatively little evidence that IT would promote economic development in poor countries. As a result, it is asserted that the policies to bridge global digital divide would be reconsidered.",
정보복지를 위한 정보격차해소정책에 대한 분석 = 정보가치배분의 형평성을 중심으로,박영미(Young-Mi Park),한국정책분석평가학회,정책분석평가학회보(Korean journal of policy analysis and evaluation),"Vol.14No.2[2004]
",2004,Korean,,350.0,KCI등재,"학술저널
",http://www.kapae.kr,119-143,,,," KCI, &nbsp;&nbsp; DBpia",영남대학교 중앙도서관,,"In spite of the rapid growth of information and communication technology (ICT), however, the possibility of a digital divide seems  to be widened between information rich and information poor. and finally the government has been concerned with the issue of a  digital divide. The purpose of this study is to examine the relationship between ICT and welfare, to overview the government's attempt to improve people's lives through ICT, and to evaluate the equity of programs for information welfare.This study takes as a central premise that the ability to access. adapt, and create new knowledge using new ICT is critical to  human's welfare in today's era. A starting point has been the concept of a digital divide, used to refer to the gap between those who do and do not have access to computers and the Internet.",
"부모자녀 간 정보격차에 따른 의사소통, 갈등, 소비자 사회화에 관한 질적 연구 = Qualitative Analysis on Digital Divide between Parents and Children and its Consequences on Communication, Conflict, and Consumer Socialization","박명희 ( Myung Hee Park ),이성림 ( Seong Lim Lee )",대한가정학회,Human Ecology Research(HER)(Hum. Ecol. Res.),"Vol.42No.5[2004]
",2004,,"정보격차,digital divide,의사소통,communication,가족갈등,family conflict,소비자 사회화,consumer socialization",500.0,KCI등재,"학술저널
",http://www.khea.or.kr,11-25,13.0,,," ScienceON, &nbsp;&nbsp; KISS",영남대학교 과학도서관,,,
정보시스템 투자의 성과격차 유발요인에 관한 실증연구 = An Empirical Study of Factors Affecting the Value Gap in IS Investment,"박기호,조남재",한국경영과학회,경영과학(Korean management science review),"Vol.21No.3[2004]
",2004,,"Information System,Value discrepancy,Expected value,Potential value,Realized value,Balanced scorecard,IS payoff,Barriers",,KCI등재,"학술저널
",http://www.korms.or.kr,145-165,5.0,,, KCI,호서대학교(아산) 학술지원과,,"Frequently, lots of organizations have experienced the value discrepancy between the expected value and the realized value from IS (information systems) investments. Being positive or negative the difference is, however, the existence of discrepancy itself is an evidence of less-than-sound management and measurement of IS projects. Analyzing the factors that cause such discrepancy has become an issue of scrutiny both in academia and in practice. 
We model which factors, as predictors, will affect the value discrepancy, as dependent variables, in IS investment. This research will establish and examine the research model, the validity of category classification of value discrepancy factors and the perceptual level of IS value discrepancy by survey research. As a result of the survey research, the strategic alignment, the proper system design for staffs, the project planning capability, and interdepartmental task cooperation are perceived as the factors that significantly affect the value discrepancy. And known as IS success factors such as the managerial support, the change management, the standardized process, and the competitive investment are not significant factors. 
The research findings will provide and emphasize useful implications which factors should be deliberately investigated in IS investment both for practices considering IS deployment and for academia.",
"농업기상분석 향상을 위한 농업정보간 격차 도출 = Determining the gaps in agricultural information, such as crop phenology, crop moisture status, and drought indices, to improve agrometeorological analyses for agriculture","로저스톤 ( Roger C. Stone ),피터헤이맨 ( Peter Hayman ),홀저마인키 ( Holger Meinke )",한국농림기상학회,한국농림기상학회지(Korean Journal of Agricultural and Forest Meteorology),"Vol.6No.2[2004]
",2004,,"information gap,agrometeorological analyses,agricultural system,agrometeorological requirements",500.0,KCI등재,"학술저널
",http://www.ksafm.org,94-106,,,, KISS,,,"Determining those gaps in agricultural and other information to improve agrometeorological analyses for agriculture is a large task. The effective integration of appropriate data systems, including remote sensing systems, with agricultural systems modelling capability is described as a worthy outcome in this endeavour: Data issues, including those associated with data length, quality, maintenance, and archiving remain serious issues to be addressed. The role of remote sensing and geographic information systems in agrometeorology is important and is explored here. The value of simulation models to provide the synthesis for future agrometeorological requirements is further elucidated.",
정보격차 해소를 위한 접근성보장 지침의 인식 및 제정,김정헌,한국정부학회,한국행정논집(Korean Public Administration Quarterly),"Vol.15No.2[2003]
",2003,Korean,"소외계층,접근성보장 지침,정보격차,정보격차해소법률,정보통신서비스",,KCI등재,"학술저널
",http://www.kagos.net/,377-405,2.0,,, DBpia,영남대학교 중앙도서관,,,
정보격차의 새로운 경향,박해광,비판사회학회,경제와 사회(Economy and society ),"Vol.-No.59[2003]
",2003,,,,KCI등재,"학술저널
",http://www.criso.or.kr,4-102,31.0,,, KCI,이화여자대학교 중앙도서관,,,
수도권과 비수도권의 정보격차 현황과 정책방향 연구 = A Study on the Digital Divide between the Seoul-Metropolitan Area and Local Region,"김주찬,민병익",한국지방정부학회,지방정부연구(The Korean Journal of Local Government Studies),"Vol.7No.1[2003]
",2003,,,,KCI등재,"학술저널
",http://www.klog.or.kr,75-95,9.0,,, DBpia,,"이 글에서는 정보격차의 문제를 수도권과 비수도권의 격차라는 관점에서 접근하고 있다. 정보격차가 경제, 사회적 불평등의 원인이 될 수 있다는 주장에 의하면 결국 수도권과 비수도권의 정보격차는 정보 사회의 진전에 따라 수도권과 비수도권의 정치, 경제, 사회적 격차를 더욱 심화시키는 원인으로 작용할 수 있기 때문이다. 그간 정보격차에 대한 논의는 소득수준, 교육정도, 그리고 이에 따른 직업과 세대, 성등에 의한 격차가 대부분이었고 정부의 정책적 대응도 이러한 격차해소에 초점이 맞추어져 있다.수도권과 비수도권에 대한 실증 분석의 결과 양 지역간에 정보격차의 문제가 심각하게 존재하고 있음을 확인할 수 있었다. 우선 컴퓨터 보유현황에서도 양 지역간에는 10% 포인트 정도의 차이가 존재하고 있었으며 인터넷 접속여부에서도 12% 포인트 정도의 차이를 보이고 있어 양 지역간의 정보기반이 현격한 격차가 있음을 알 수 있다. 정보화 비용면에서도 수도권 가구의 평균 정보화 비용은 월 7만8천원 수준으로 비수도권 지역의 6만원에 비해 월등히 많은 액수를 정보화 비용으로 지출하고 있었다. 컴퓨터의 이용여부나 이용시간을 측정한 결과 역시 수도권과 비수도권의 격차가 존재하고 있음을 확인할 수 있었다. 인터넷 이용자들중 전자우편과 인터넷 홈페이지 보유여부, 인터넷 쇼핑몰 이용정도에 대한 조사결과도 수도권 이용자들이 비수도권 이용자들에 비해 보유율과 이용률이 높은 것으로 나타났다. 그러나 전자우편 이용자들의 전자우편 이용정도는 수도권과 비수도권 사용자간에 차이가 없는 것으로 조사되었다.이들 결과를 기존에 정보격차의 원인으로 제시되었던 변수들, 즉 학력, 소득, 그리고 성, 연령등의 변수를 통제하여 분석한 결과 역시 수도권과 비수도권간에는 정보기반이나 정보이용 면에서 상당한 수준의 격차가 있음을 나타내고 있다. 즉 같은 성별끼리의 비교에서도, 같은 학력층에서도, 또 같은 소득계층 등에서도 비수도권지역의 정보기반이 수도권의 기반에 비해 상당히 뒤쳐지는 것으로 조사되었고 정보이용면에서도 거의 많은 변수에서 이와같은 차이가 발견되고 있다. 특히 비수도권지역 저소득층의 정보화 수준이 가장 뒤떨어지는 것으로 조사되었다. 이상의 결과를 종합해 보면 정보의 지역간 격차 현상이 우리사회에 존재하고 있으며 이러한 격차는 정보기반에서뿐만 아니라 컴퓨터 사용자간의 분석을 주로하고 있는 정보이용면에서도 발견되고 있어 그 원인 규명과 처방이 필요하다고 할 것이다. 여기서 가설적으로 제기해 볼 수 있는 격차 원인은 제한된 컨텐츠의 문제와 제한된 망효과를 들 수 있다. 인터넷에서 자신이 가지고 있는 관심사나 지역 공동체의 문제를 충분히 다루고 있지 못한 경우 인터넷 접속의 필요성이 줄어들게 될 것이며 망 효과 또한 제한적이 될 수밖에 없을 것이다. 컨텐츠 제공자의 입장에서 보면 정보 소비자의 정보기반도 미약하고 사용자수도 제한되어 있다면 정보 제공으로 인한 수익을 기대하기 어렵게 된다. 기존의 연구에서도 정보기반격차의 해소를 위한 노력과 함께 다양한 컨텐츠의 개발을 향후 추진할 주요 정보격차 해소 정책의 하나로 제시하고 있다(박재흥, 2000; 127-8). 즉 정보 소외계층의 일상생활 및 경제활동에 직접적인 도움을 줄 수 있는 컨텐츠의 개발이 필요하다는 것이다. 수도권과 비수도권간 정보격차의  ...",,
지식정보화사회 조성을 위한 주부의 인적자원개발 교육프로그램에 관한 연구 = 가정과 사회의 정보격차 해소와 사회적 통합을 위하여,"이기영(Lee Ki-Young),이승미(Lee Seung-Mie),송혜림(Song Hae-Rym)",가정과삶의질학회,가정과삶의질연구(J. of Korean Home Management Association),"Vol.21No.1[2003]
",2003,Korean,,591.0,KCI등재,"학술저널
",,129-143,1.0,,," ScienceON, &nbsp;&nbsp; DBpia",연세대학교 학술문화처 도서관,,,"〈Abstract〉
Ⅰ. 문제제기
Ⅱ. 이론적 배경
Ⅲ. 연구방법
Ⅳ. 연구결과 및 논의
Ⅴ. 결론
【참고문헌】
"
정보격차가 사회에 미치는 영향,조주은,지역사회학회,지역사회학(Korean regional sociology),"Vol.4No.2[2003]
",2003,,"정보격차,정보불평등,사회불평등",330.0,KCI등재,"학술저널
",,45-69,,,, 스콜라,강원대학교 중앙도서관,"사회 전반의 정보화가 가속화되면서 정보격차는 정보사회의 중요한 사회문제로 대두되고 있으며, 나아가 정보격차가 사회적으로 재생산되고 심화되어 정보불평등으로 구조화될 것이라는 우려를 낳고 있다. 따라서 정보격차에 관한 연구들이 많이 산출되어 왔다. 그러나 대부분의 연구들은 정보격차에 영향을 미치는 사회적 요인들의 파악과 정보격차의 변화 추세 분석에 집중되어 있으며, 정보격차가 사회에 미치는 영향에 대한 연구는 찾아보기 힘든 상황이다. 하지만 정보격차가 중요한 사회문제가 되는 이유는 정보격차가 사회에 미치는 부정적인 영향이 크다는 가정 하에서이며, 정보격차를 해소하는 방안 역시 정보격차가 사회에 미치는 영향에 대한 분석을 통해서만 강구될 수 있다. 그 결과 정보격차 해소정책의 효과가 기대에 미치지 못하고 정보격차가 오히려 심화되는 추세이다. 이에 본 연구능정보격차가 사회에 미친 영향들을 분석하여 정보불평 등으로 구조화되고 있는지 고찰하였다.
  분석 결과 부분적으로 정보격차가 사회적으로 구조화되고 있다는 단초를 확인할 수 있었다. 정보격차가 고용ㆍ소득, 공동체ㆍ정치, 사회발전의 각 영역에 부정적인 영향을 미친다는 이론적ㆍ실증적 연구들을 탐색적 수준에서 확인할 수 있었다. 즉, 정보부자가 고용, 소득, 공동체, 정치, 사회발전에 있어서 정보빈자보다 유리하며, 이것은 다시 정보격차를 심화시킨다. 다만 아직은 연구가 충분히, 체계적으로 이루어지지 않아 정보격차의 개념 정의와 그것이 초래하는 사회적 결과에 대한 이해가 부족한 실정이다. 특히 개별적인 사회적 결과들이 어떠한 연관관계하에서 기존의 사회질서와 사회불평등에 영향을 미치고 있는지를 알 수는 없었다. 하지만 최근 들어 정보격차 개념과 구조화에 대한 논의의 수준이 심화되고, 정보격차의 다차원적이고 복잡한 양상을 포함하는 방향으로 진일보하고 있다.",,
"독립논단 : 소도읍의 정보격차해소를 위한 정보화 확산 방안 -읍,면 정보이용센터 운영실태를 중심으로-",김생수 ( Kim Saeng Su ),한국행정연구원,한국행정연구((The) Korea Public Administration Journal),"Vol.12No.4[2003]
",2003,,"소도읍,정보격차,정보이용센터,정보복지",300.0,KCI등재,"학술저널
",http://www.kipa.re.kr,3-32,7.0,,," KCI, &nbsp;&nbsp; KISS",이화여자대학교 중앙도서관,,,
정보시스템 투자 전후 가치 격차 유발 장애요인 : 탐색적 사례연구,"조남재,박기호",한국경영정보학회,경영정보학연구(Information Systems Review),"Vol.5No.1[2003]
",2003,Korean,"정보시스템 투자,장애요인,기대가치,실현가치,가치격차,Information systems investments,Barriers,Potential value,Realized value,Value distinction",325.0,KCI등재,"학술저널
",http://www.kmis.or.kr,1-18,1.0,,," ScienceON, &nbsp;&nbsp; eArticle",영남대학교 중앙도서관,,,
우리나라의 정보격차에 관한 지수(Index)접근 연구 = The Index of Digital Divide in Korea,유지열,한국사회학회,한국사회학(Korean Journal of Sociology),"Vol.36No.1[2002]
",2002,,,,KCI등재,"학술저널
",http://www.ksa21.or.kr,9-22,24.0,,, KCI,호서대학교(아산) 학술지원과,,,
