userId,inputDt,yest_sleep,yest_sleepProblem,yest_dream,amCondition,amEmotion,pmEmotion,pmStress,caffeine,cAmount(ml),alcohol,aAmount(ml),work,meal,personal_care,travel,recreation_etc,recreation_media,socialising,study,household,shop,entertainment,outdoor_act,hobby,care_housemem,community_interaction,today_sleep,today_sleepProblem,today_dream
user30,2020-09-12 0:00,4,0,4,3,3,3,3,,,,,,39,44,,23,418,,,38,7,,,,,,3,0,4
user30,2020-09-13 0:00,3,0,4,2,2,3,3,,,,,,167,33,,5,469,,,51,23,,,,,,4,0,4
user30,2020-09-14 0:00,4,0,4,3,3,3,3,,,,,484,117,15,84,,181,,,,,,,,,,2,1,4
user30,2020-09-15 0:00,2,1,4,2,2,3,2,,,,,486,134,23,77,,184,,,,,,,,,,3,0,4
user30,2020-09-16 0:00,3,0,4,3,3,3,3,,,,,480,126,11,83,,66,,,,,,,,,,3,0,4
user30,2020-09-17 0:00,3,0,4,2,2,3,3,,,,,392,90,9,81,,141,,,,,,,,,,3,0,4
user30,2020-09-18 0:00,3,0,4,2,2,3,3,,,,,425,98,13,73,,220,,,,,,,,,,3,5,4
user30,2020-09-19 0:00,3,5,4,3,3,4,3,,,,,,64,79,26,50,405,,,20,,,,,,,3,0,4
user30,2020-09-20 0:00,3,0,4,3,3,3,3,,,,,,113,42,,3,512,,,56,18,,,,,,3,0,4
user30,2020-09-21 0:00,3,0,4,3,3,3,3,,,,,462,103,10,70,19,172,,,,,,,,,,3,0,4
user30,2020-09-22 0:00,3,0,4,2,3,3,3,,,,,480,60,20,102,11,84,,,,,,,,,,3,0,4
user30,2020-09-23 0:00,3,0,4,2,3,3,3,,,,,488,91,14,83,,159,,,,6,,,,,,3,0,4
user30,2020-09-24 0:00,3,0,4,3,2,3,3,,,,,440,96,13,93,,113,,,,,,,,,,4,0,4
user30,2020-09-25 0:00,4,0,4,2,2,3,3,,,,,382,67,18,93,9,99,,,,,,,,,,3,0,4
user30,2020-09-26 0:00,3,0,4,3,3,3,4,,,,,,174,10,,26,446,,,30,,,,,,,3,0,4
user30,2020-09-27 0:00,3,0,4,3,3,3,3,,,,,,85,30,,60,412,,,55,,,,,,,,,
user07,2020-08-31 0:00,4,0,4,4,4,5,5,,,beer&rice wine,3000,40,60,,,41,256,111,,,,,,,,,3,0,4
user07,2020-09-01 0:00,3,0,4,3,3,4,3,,,,,558,27,24,12,4,,12,,,,,92,,,,5,6,2
user07,2020-09-02 0:00,5,6,2,4,4,3,2,,,,,,,,,,,,,,,,,,,,2,7,1
user07,2020-09-03 0:00,2,7,1,3,2,5,3,,,beer,3000,374,162,44,36,,63,57,,,,,,,,,5,6,2
user07,2020-09-04 0:00,5,6,2,4,4,5,5,,,wine,1500,,407,56,54,,51,84,,,,,143,,,,2,6,2
user07,2020-09-05 0:00,2,6,2,2,3,4,2,,,beer,3000,399,236,25,16,25,140,74,,,,,,,,,2,6,4
user07,2020-09-06 0:00,2,6,4,3,3,2,2,,,soju&beer,4000,445,5,16,27,17,36,429,,,,,,,,,1,6,2
user07,2020-09-07 0:00,1,6,2,1,3,3,2,,,beer,3500,447,151,32,20,14,35,9,,,,,,,,,3,6,4
user07,2020-09-08 0:00,3,6,4,3,3,4,3,,,beer,1000,509,85,47,28,96,47,90,,,,,62,,,,2,2,4
user07,2020-09-09 0:00,2,2,4,2,3,3,3,,,,,531,58,25,10,,154,16,,,,,80,,,,1,0,4
user07,2020-09-10 0:00,1,0,4,1,2,5,4,,,soju&beer,2000,534,209,48,127,24,21,202,,25,,,145,,,,5,0,4
user07,2020-09-11 0:00,5,0,4,4,5,4,5,,,,,30,92,20,25,20,346,133,,,,,110,,,,2,6,4
user07,2020-09-12 0:00,2,6,4,2,2,4,4,,,beer,3500,484,55,30,53,40,330,15,,,,,,,,,3,1,4
user07,2020-09-13 0:00,3,1,4,2,3,4,3,,,,,507,163,10,34,20,113,35,,,,,,,,,3,0,4
user07,2020-09-14 0:00,3,0,4,2,3,4,4,,,rice wine,1500,519,16,36,40,11,219,110,,,,,,,,,1,0,2
user07,2020-09-15 0:00,1,0,2,1,2,4,3,,,,,517,15,7,24,50,125,115,,,,,,,,,3,9,2
user07,2020-09-16 0:00,3,9,2,2,3,3,2,,,,,461,78,1,56,32,117,123,,,,,,,,,5,0,4
user07,2020-09-18 0:00,5,0,4,5,5,5,5,,,soju&beer,5000,,214,9,200,,54,220,,19,,,,,,,2,1,2
user07,2020-09-20 0:00,2,1,2,2,2,4,2,,,beer,4000,,,,,,,,,,,,,,,,2,0,4
user07,2020-09-21 0:00,2,0,4,2,3,3,3,,,,,608,38,19,71,,29,117,,,,,,,,,3,0,4
user07,2020-09-22 0:00,3,0,4,2,2,4,4,,,,,532,70,18,60,25,209,62,,,,,,,,,3,0,4
user07,2020-09-23 0:00,3,0,4,2,3,4,3,,,beer,2000,429,135,13,18,,183,1,,,,,,,,,1,0,4
user07,2020-09-24 0:00,1,0,4,2,3,3,4,,,,,580,108,31,81,,96,62,,,,,,,,,4,7,1
user07,2020-09-25 0:00,4,7,1,4,3,4,5,,,beer,7000,,157,,125,,391,45,,,,,,,,,1,9,4
user07,2020-09-26 0:00,1,9,4,1,3,4,4,,,beer,2000,541,143,39,42,75,261,124,,,,,,,,,2,9,4
user07,2020-09-27 0:00,2,9,4,1,2,5,4,,,,,505,75,5,43,,350,72,,,16,,100,,,,,,
user27,2020-09-04 0:00,3,1,4,3,2,3,3,coffee,473,,,,110,30,,179,330,,510,,,,,,,,4,0,4
user27,2020-09-05 0:00,4,0,4,3,2,2,2,coffee,355,,,401,80,30,15,,110,,35,,,,34,,,,1,9,4
user27,2020-09-06 0:00,1,9,4,2,2,4,4,coffee,355,,,50,44,4,10,,219,,22,,,,,,,,5,5,4
user27,2020-09-07 0:00,5,5,4,4,4,3,4,coffee,100,,,,6,1,,,94,,365,4,,,,,,,3,2,4
user27,2020-09-08 0:00,3,2,4,3,2,2,4,,,,,,52,,,79,134,89,13,38,,,,,,,3,1,4
user27,2020-09-09 0:00,3,1,4,4,3,3,4,coffee,250,,,,28,11,,,115,,32,39,,,,,,,1,1,4
user27,2020-09-10 0:00,1,1,4,2,2,3,2,coffee,600,,,,43,,,,48,,168,27,,,,,,,4,0,4
user27,2020-09-11 0:00,4,0,4,3,3,3,2,,,,,,24,,,,72,,129,,50,,,,,,3,3,2
user27,2020-09-12 0:00,3,3,2,3,2,2,4,coffee,350,,,,49,27,,47,227,,183,,,,,,,,4,6,4
user27,2020-09-14 0:00,4,6,4,3,2,2,2,,,,,43,61,45,60,75,,,60,,51,,,,,,4,0,4
user27,2020-09-15 0:00,4,0,4,4,3,3,3,coffee,250,,,19,31,54,1,11,,,33,,,,,,,,4,3,4
user27,2020-09-16 0:00,4,3,4,3,3,4,2,coffee,500,,,25,30,33,22,55,,,21,,,,,,,,5,0,2
user27,2020-09-17 0:00,5,0,2,4,3,3,3,coffee,300,,,,17,57,24,35,40,,43,,5,,,,,,4,2,4
user27,2020-09-18 0:00,4,2,4,4,3,3,2,coffee,300,,,,4,7,3,,79,,90,14,,,7,,,,4,0,4
user27,2020-09-19 0:00,4,0,4,2,2,4,3,coffee,400,,,,71,51,24,9,30,13,40,,17,,27,,,,4,0,4
user27,2020-09-20 0:00,4,0,4,3,2,3,3,coffee,500,,,158,15,,,,15,,87,,,,27,,,,4,2,4
user27,2020-09-21 0:00,4,2,4,3,3,4,3,coffee,200,,,29,9,36,1,,72,8,6,28,,,,,,,4,2,4
user27,2020-09-22 0:00,4,2,4,3,3,4,3,coffee,300,,,28,27,14,20,66,18,3,17,25,,,8,,,,2,1,4
user27,2020-09-23 0:00,2,1,4,2,2,2,2,coffee,500,,,15,50,40,20,,17,1,20,,,,49,,,,5,1,2
user27,2020-09-24 0:00,5,1,2,3,4,3,4,coffee,350,,,,23,31,62,41,60,,92,,,,,,,,4,0,2
user27,2020-09-25 0:00,4,0,2,4,4,4,5,coffee,600,,,,17,,78,,,20,115,31,,,7,,,,3,9,4
user27,2020-09-27 0:00,3,9,4,2,2,4,3,coffee,600,,,9,56,30,82,,15,,109,,,,,,,,4,1,4
user27,2020-09-28 0:00,4,1,4,3,3,3,3,coffee,200,,,3,41,30,20,,29,,71,,,,,,,,4,0,4
user27,2020-09-29 0:00,4,0,4,3,3,3,3,coffee,400,,,90,10,,402,20,,13,23,,2,,,,,,4,1,4
user27,2020-09-30 0:00,4,1,4,3,4,3,2,coffee,450,,,2,1,,46,,,52,172,,,,,,,,4,5,4
user27,2020-10-01 0:00,4,5,4,2,2,3,2,coffee,700,,,,30,31,35,,,,55,,,,,,,,4,0,4
user27,2020-10-02 0:00,4,0,4,2,3,3,3,coffee,500,,,,55,,50,,,,238,,,,,,,,,,
user06,2020-09-11 0:00,4,0,4,2,3,4,2,,,beer,500,367,29,60,75,8,196,75,,,,,,,,,4,0,4
user06,2020-09-12 0:00,4,0,4,2,3,3,2,,,,,,48,72,64,,641,102,,,30,,,,,,5,0,4
user06,2020-09-13 0:00,5,0,4,3,3,3,2,,,,,37,38,18,,,587,,,,,,,,,,4,2,2
user06,2020-09-14 0:00,4,2,2,2,3,4,2,,,,,499,23,20,80,,133,98,,,,,,,,,4,0,4
user06,2020-09-15 0:00,4,0,4,2,2,1,1,coffee,150,,,36,35,64,438,,332,28,,,64,,,,,87,3,7,1
user06,2020-09-16 0:00,3,7,1,2,2,3,2,coke,200,,,435,52,38,62,,199,,,,39,,,,,,4,2,1
user06,2020-09-17 0:00,4,2,1,3,2,3,3,tea,200,,,472,25,30,73,,131,,,,,,,,,,3,2,1
user06,2020-09-18 0:00,3,2,1,2,3,4,2,coke,250,,,475,28,58,72,,165,,,,,,,,,,4,0,3
user06,2020-09-19 0:00,4,0,3,4,4,4,4,coke,500,,,,52,,,,768,55,,,,,,,,,4,0,4
user06,2020-09-20 0:00,4,0,4,2,2,3,4,coke,250,,,579,25,33,36,,206,31,,,,,,,,,4,0,4
user06,2020-09-21 0:00,4,0,4,2,3,4,2,,,,,381,32,40,78,,252,,,,,,,,,,4,0,4
user06,2020-09-22 0:00,4,0,4,2,3,3,2,coffee,400,,,302,85,68,73,,224,,,,,,,,,,4,0,4
user06,2020-09-23 0:00,4,0,4,2,3,3,2,,,beer,500,420,76,23,146,,35,,,,,,,,,,4,0,4
user06,2020-09-24 0:00,4,0,4,2,3,4,2,coffee,400,,,313,31,22,125,,329,,,,7,,,,,,4,0,3
user06,2020-09-25 0:00,4,0,3,2,3,4,3,coffee,400,,,349,42,20,68,,238,,,,,,,,,,4,0,4
user06,2020-09-26 0:00,4,0,4,4,4,5,5,coffee,300,beer,330,,24,60,110,,255,123,,,,,,,,,5,0,4
user06,2020-09-27 0:00,5,0,4,4,4,4,4,coffee,300,,,,29,,,,506,72,,,22,,,,,,1,0,4
user06,2020-09-28 0:00,1,0,4,4,4,2,2,,,,,,23,13,47,,673,35,,88,,,,,,,3,0,4
user06,2020-09-29 0:00,3,0,4,3,3,2,2,coffee,500,beer,600,234,12,44,42,,604,28,,,,,,,,,5,0,4
user06,2020-09-30 0:00,5,0,4,4,4,3,2,,,,,,26,,,,591,28,,21,,,,,,,2,6,4
user06,2020-10-01 0:00,2,6,4,2,2,2,3,,,soju,1000,,19,67,50,,360,193,,91,,,,,,,3,0,4
user06,2020-10-02 0:00,3,0,4,2,2,4,2,,,,,,28,,,,515,29,,,,,,,,,4,0,4
user06,2020-10-03 0:00,4,0,4,3,3,3,3,,,,,,17,,,,428,13,,,,,,,,,4,0,4
user06,2020-10-04 0:00,4,0,4,4,4,3,2,,,,,,42,,,159,717,9,,38,,,,,,,4,0,4
user06,2020-10-05 0:00,4,0,4,4,3,4,4,,,,,248,20,55,47,,542,96,,,,,,,,,4,0,4
user06,2020-10-06 0:00,4,0,4,4,4,4,4,,,,,441,13,24,,,379,30,,,,,57,,,,2,9,4
user06,2020-10-07 0:00,2,9,4,2,3,5,2,coffee,250,,,474,88,40,129,,297,,,,,,,,,,3,0,4
user06,2020-10-08 0:00,3,0,4,2,2,3,2,coffee,300,,,461,211,47,138,,148,,,,,,,,,,,,
117,2020-01-18,4,2,4,3,3,3,4,coffee,,,0,,79,29,169,68,254,,,,,,,61,,,4,0,4
117,2020-01-19,4,0,4,3,3,3,4,coffee,200,,0,,50,10,107,186,409,,,,,,,,,,5,5,4
117,2020-01-20,5,5,4,2,3,4,4,,0,,0,394,50,,151,,212,,,21,,,,,,,3,2,4
117,2020-01-21,3,2,4,2,3,3,4,,0,,0,225,71,16,101,51,245,,,24,,,,,,,4,5,4
117,2020-01-22,4,5,4,2,2,3,2,coffee,200,,0,471,47,,65,,237,,39,4,,,,,,,5,0,4
117,2020-01-23,5,0,4,2,3,4,4,coffee,200,,0,323,35,,268,39,176,,,27,,,,,,,2,2,4
117,2020-01-24,2,2,4,2,3,4,5,,0,beer,200,,46,,,186,465,,,53,,,,,,,2,0,4
117,2020-01-25,2,0,4,1,2,4,5,,0,,0,,125,,231,55,297,,,79,,,,,,,4,2,4
117,2020-01-26,4,2,4,2,3,2,2,,0,wine,200,,74,,,126,274,,,12,,,,,,,3,8,4
117,2020-01-27,3,8,4,2,3,3,4,,0,,0,,73,21,130,55,476,,,,,,,,,,3,4,4
117,2020-01-28,3,4,4,4,3,3,4,,0,,0,416,44,,135,17,238,,,12,,,,,,,2,2,4
117,2020-01-29,2,2,4,2,2,2,2,coffee,200,,0,480,52,,186,,,,,,,119,,47,,,3,2,4
117,2020-01-30,3,2,4,3,2,3,4,coffee,200,,0,472,41,,61,115,138,,,28,,,,,,,1,5,4
117,2020-01-31,1,5,4,2,1,5,5,,0,,0,366,91,,191,,211,,,16,,,,,,,2,2,4
117,2020-02-01,2,2,4,1,2,5,4,,0,beer,200,,24,,264,53,345,,,,,,,,,,3,0,4
117,2020-02-02,3,0,4,3,3,4,4,,0,,0,,79,39,,270,342,,,,,,,,,,,,
105,2019-12-04,4,0,4,4,3,4,3,,0,,0,3,,,118,128,,,125,,,,,,,,4,0,4
105,2019-12-05,4,0,4,3,3,3,4,coffee,200,,0,,,16,196,,,,286,,,,,,,,4,0,4
105,2019-12-06,4,0,4,3,3,4,5,,0,,0,176,18,,71,161,,,190,,,,,,,,4,0,4
105,2019-12-07,4,0,4,4,3,5,5,,0,,0,,67,59,67,17,,,136,57,,174,,,,,2,9,4
105,2019-12-08,2,9,4,2,2,3,5,,0,soju,400,,,19,,36,,,33,92,,,,,,,5,0,4
105,2019-12-09,5,0,4,2,2,5,5,coffee,200,,0,,,,201,,,,356,,,,,,,,4,0,4
105,2019-12-10,4,0,4,3,3,5,4,,0,,0,,,,,,,,,,,,,,,,5,0,4
105,2019-12-11,5,0,4,3,3,5,5,coffee,200,,0,177,,19,274,58,,,95,,,,,,,,5,0,4
105,2019-12-12,5,0,4,4,3,5,5,,0,,0,,27,29,40,88,,,186,,,,,,,,5,0,4
105,2019-12-13,5,0,4,3,3,5,5,,0,,0,331,,,154,9,,,,,,,,,,,5,0,4
105,2019-12-14,5,0,4,5,5,5,5,,0,,0,135,,4,58,,,,94,,,,,,,,5,0,4
105,2019-12-15,5,0,4,5,5,5,5,,0,,0,36,,211,12,,,,271,,,,,,,,5,0,3
105,2019-12-16,5,0,3,5,5,5,5,,0,,0,60,,21,258,54,,,49,,,,,,,,5,0,4
105,2019-12-17,5,0,4,5,5,5,5,,0,,0,,,131,75,,,,33,,,,,,,,,,
104,2019-12-04,2,1,4,2,2,2,2,coffee,200,,0,86,50,17,,18,,,,,,,,,,,3,1,4
104,2019-12-05,3,1,4,2,2,3,3,tea,400,,0,47,,,127,,,,28,,,,,,,52,4,5,4
104,2019-12-07,4,5,4,3,3,5,3,tea,200,,0,,111,,,84,70,,,234,,,,,,,3,5,4
104,2019-12-08,3,5,4,4,3,4,4,,0,,0,,115,81,33,73,249,,,32,,,,,,90,4,1,2
104,2019-12-09,4,1,2,4,3,4,2,coffee,200,,0,237,38,46,3,70,37,,,,,,,,,,,,
104,2019-12-11,4,0,4,2,3,4,2,coffee,400,,0,87,54,9,13,36,,,112,16,,,,101,,,4,2,2
104,2019-12-12,4,2,2,4,3,3,3,,0,,0,107,21,29,71,29,,19,23,,,,,,,9,4,2,4
104,2019-12-14,4,2,4,4,4,4,4,,0,soju,400,,46,21,6,55,68,,,42,,,83,,,,3,2,1
104,2019-12-15,3,2,1,4,4,5,3,coffee,200,beer,200,,48,7,57,36,55,61,,,,,,,,108,4,0,2
104,2019-12-16,4,0,2,2,2,4,3,coffee,200,,0,134,37,13,46,,7,12,30,,,,,,,,4,0,4
104,2019-12-17,4,0,4,2,3,4,4,coffee,200,,0,51,38,18,53,7,,,,,,,,,,,2,2,4
104,2019-12-18,2,2,4,1,4,4,4,coffee,400,,0,90,53,11,12,22,,61,10,,,,,,,,4,0,4
104,2019-12-19,4,0,4,2,4,4,4,tea,200,,0,58,10,9,13,,25,40,22,,,,,,,,4,0,4
104,2019-12-20,4,0,4,2,4,3,3,,0,,0,3,61,61,9,44,7,97,93,,,,,,,,4,0,4
104,2019-12-21,4,0,4,4,3,4,5,coffee,200,soju,400,,75,46,28,,,70,,,,,,16,,,4,5,4
104,2019-12-23,4,5,4,1,4,3,4,coffee,400,soju,600,122,,13,56,9,,48,26,,,,,,,,,,
120,2020-01-18,5,0,4,3,3,4,4,,0,,0,96,15,61,44,,,,,,,,,,,,4,0,2
120,2020-01-19,4,0,2,3,3,4,4,,0,,0,516,41,22,96,29,,,,,,,,,,,4,9,4
120,2020-01-20,4,9,4,2,3,3,3,,0,,0,,58,,68,,,,38,,,,,,,,4,0,4
120,2020-01-21,4,0,4,2,3,3,5,,0,,0,,36,,,14,137,,4,100,,,,353,,,4,0,4
120,2020-01-22,4,0,4,2,3,3,4,,0,,0,,27,18,163,70,228,,153,61,,,,,,,3,9,2
120,2020-01-23,3,9,2,2,3,4,5,,0,soju,200,,277,24,178,71,,,,,,,,98,,,4,0,4
120,2020-01-24,4,0,4,2,3,4,5,,0,,0,,127,34,333,245,,,,,,,,,,,4,5,2
120,2020-01-25,4,5,2,2,3,4,2,,0,,0,557,32,,128,,,,,,,,,,,,4,9,3
120,2020-01-29,4,9,3,3,4,3,5,,0,,0,11,110,37,268,66,,,205,17,,,,,,,3,0,4
120,2020-01-30,3,0,4,2,3,3,3,,0,,0,389,86,22,133,118,,,,,,,,,,,4,0,4
120,2020-02-05,4,0,4,3,3,4,4,,0,,0,,84,49,10,314,,,,16,,,,130,,,4,0,4
120,2020-02-06,4,0,4,2,3,3,4,,0,,0,,168,43,76,415,,,,,,,,,,,4,0,4
120,2020-02-07,4,0,4,2,3,3,2,,0,,0,,52,8,87,157,,,187,,,,,,,,4,0,3
120,2020-02-08,4,0,3,3,4,4,4,,0,soju,200,,250,91,167,98,39,,,,,8,,35,,,,,
120,2020-02-10,4,0,4,3,4,3,4,,0,,0,,195,10,40,367,,,,110,,,,,,13,3,0,4
120,2020-02-11,3,0,4,2,3,3,4,,0,,0,,26,98,152,29,,,,,,94,,10,,,3,0,4
120,2020-02-12,3,0,4,2,3,4,5,,0,,0,,83,45,156,170,,,,19,,,,,,,,,
103,2020-01-04,4,0,4,3,4,5,2,,0,,0,,,,27,,,,,,,283,,,,,5,0,4
103,2020-01-05,5,0,4,3,4,5,3,coffee,200,,0,,,,102,60,,,,,,,,,,,5,0,4
103,2020-01-07,5,0,4,4,4,5,3,,0,,0,,40,,15,83,,,172,,,,,,,,2,0,4
103,2020-01-08,2,0,4,2,2,5,4,,0,,0,,179,,131,44,,6,1,,,,111,,,,2,1,4
103,2020-01-09,2,1,4,2,2,4,4,,0,beer,200,,121,,,297,,102,,,,,,,,57,2,5,2
103,2020-01-11,2,5,2,2,4,4,2,coffee,200,,0,,76,,,264,,,188,40,,60,,,,,4,1,4
103,2020-01-12,4,1,4,2,4,2,2,,0,,0,17,22,,201,1,4,,,,,,,,,,2,5,4
103,2020-01-13,2,5,4,2,3,3,4,coffee,200,,0,73,37,,281,,28,48,20,,,,,18,,,4,5,4
103,2020-01-14,4,5,4,3,3,4,4,coffee,200,,0,,,27,44,257,21,,131,,,,,,,,1,1,4
103,2020-01-15,1,1,4,2,4,5,4,,0,,0,81,42,,8,15,64,,,,,,,129,,,5,0,2
103,2020-01-16,5,0,2,2,4,5,4,,0,,0,,174,10,146,63,35,132,,24,,,,,,,,,
114,2019-12-07,4,6,4,2,3,5,5,coffee,200,,0,,86,,86,58,,,562,,,,,,,,4,2,2
114,2019-12-08,4,2,2,3,3,4,4,,0,,0,,15,10,177,291,,,192,,,,,,,,4,0,4
114,2019-12-09,4,0,4,4,5,5,5,,0,,0,,92,,176,,,,269,,,84,76,,,,5,0,4
114,2019-12-10,5,0,4,5,5,5,5,coffee,200,,0,,97,,238,,,,282,,,,92,,,,3,0,2
114,2019-12-11,3,0,2,2,3,5,5,coffee,200,,0,,156,,33,59,,,315,,,,26,,,,4,1,2
114,2019-12-12,4,1,2,3,3,4,5,coffee,200,,0,,203,,153,2,,,283,,,,,,,,4,0,2
114,2019-12-13,4,0,2,4,4,5,5,coffee,400,,0,,97,34,383,17,,,93,,,,,,,,3,1,2
114,2019-12-14,3,1,2,3,2,5,4,coffee,200,,0,,21,14,86,92,,,453,,,,,,,,3,6,4
114,2019-12-15,3,6,4,3,2,5,4,coffee,200,beer,200,,37,14,133,93,,,395,,,,,,,,3,9,2
114,2019-12-16,3,9,2,4,3,3,2,,0,,0,,19,,195,129,,,243,,,,,,,,3,0,2
114,2019-12-17,3,0,2,3,3,2,2,coffee,200,,0,,56,,133,79,,,329,,,,,,,,4,0,2
114,2019-12-18,4,0,2,3,4,4,3,coffee,200,,0,,113,26,126,,,,453,,,,,,,,,,
114,2019-12-21,4,0,2,4,4,5,5,,0,,0,,,82,274,90,,,119,,,92,,,,,4,0,3
114,2019-12-22,4,0,3,4,4,5,5,,0,,0,,51,,203,,,,107,,,,,,,,,,
101,2020-01-02,5,9,4,4,4,4,3,,0,,0,351,92,,214,40,,,46,,,,,,,,5,9,4
101,2020-01-03,5,9,4,4,4,4,3,,0,,0,218,61,,386,,,,,,,,,,,,5,9,4
101,2020-01-04,5,9,4,4,4,4,4,,0,,0,,87,,,626,,,,,,,1,,,,2,1,4
101,2020-01-05,2,1,4,2,2,4,2,,0,,0,,53,,131,379,,,131,,,23,,3,,,5,9,4
101,2020-01-06,5,9,4,2,4,4,2,,0,,0,,,,,,,,,,,,,,,,5,1,4
101,2020-01-08,5,1,4,3,3,4,1,,0,,0,148,129,,285,,,,94,,,,,,,,3,1,4
101,2020-01-09,3,1,4,2,3,4,3,,0,,0,301,244,,168,,,,,,,,,,,,4,0,4
101,2020-01-10,4,0,4,2,3,4,3,,0,,0,248,126,,229,20,,,,,,,,,,,4,9,4
101,2020-01-11,4,9,4,4,4,4,3,,0,,0,,247,,,465,,,,,,,,,,,4,0,4
101,2020-01-12,4,0,4,4,4,4,3,,0,,0,141,59,63,108,128,,,209,,,,,,,,,,
115,2019-12-20,4,0,4,4,4,3,2,,0,,0,319,22,,73,301,,,,,,,,,,,4,0,4
115,2019-12-21,4,0,4,4,3,4,4,,0,,0,,93,,221,123,,,,,,,,176,,,3,0,2
115,2019-12-22,3,0,2,3,3,4,4,,0,,0,,116,,107,157,,,367,,,,,46,,,2,2,2
115,2019-12-23,2,2,2,2,3,4,4,,0,,0,,120,,138,160,,,,,,,29,181,,,2,9,4
115,2019-12-24,2,9,4,2,3,3,3,,0,,0,361,58,,116,509,,,,,,,,,,,4,0,2
115,2019-12-25,4,0,2,4,3,3,4,,0,,0,10,116,,203,125,,,66,,,,,,,,,,
115,2019-12-28,3,0,1,2,3,4,4,,0,,0,,78,84,226,454,,,,,,,,85,,,4,0,2
115,2019-12-30,4,0,2,4,4,4,4,,0,,0,55,58,43,80,564,,,,,,,,37,,,2,2,4
115,2019-12-31,2,2,4,2,3,3,3,,0,,0,,169,,152,288,,,204,,,,,,,,3,0,2
115,2020-01-02,3,0,2,4,2,3,3,,0,,0,,149,32,72,342,251,,,,,,,,,,3,0,2
115,2020-01-04,3,0,2,2,3,3,3,,0,,0,,155,12,418,99,141,,,,,,,132,,,3,0,2
115,2020-01-05,3,0,2,2,3,3,4,,0,,0,,82,64,135,365,,,159,,,,91,,,,,,
110,2019-12-18,5,0,2,4,4,4,4,,0,,0,50,178,215,54,172,,,,,,,,,,,4,3,2
110,2019-12-22,4,3,2,2,3,3,2,,0,,0,249,7,200,211,,,,,18,,,,,,,5,0,4
110,2019-12-23,5,0,4,2,3,3,2,,0,,0,286,217,,208,58,,,,21,,,,,,,4,0,4
110,2019-12-25,4,0,4,2,3,4,5,,0,,0,,149,,151,1,,1,,277,,,,,,,4,3,2
110,2019-12-26,4,3,2,3,3,2,3,,0,,0,,17,69,289,91,,,,,,,,,,176,4,0,2
110,2020-01-09,4,0,2,3,1,4,3,,0,,0,,63,133,8,20,,,,149,,,,,,,4,9,4
110,2020-01-11,4,9,4,4,3,3,2,,0,,0,,,184,,2,1,1,,,,,,,,,4,9,2
110,2020-01-12,4,9,2,3,3,3,3,,0,,0,,,31,,141,,,,54,,,,,,,,,
110,2020-01-14,4,9,3,3,3,3,3,,0,,0,,2,,,,3,,,,,52,,,,1,4,9,2
110,2020-01-15,4,9,2,4,3,3,3,,0,,0,,,,,416,,,,23,,,,,,,,,
113,2020-01-02,4,0,4,4,4,4,4,,0,,0,,36,,47,674,,,12,,,,,7,,,3,2,4
113,2020-01-03,3,2,4,3,4,3,4,,0,,0,,107,,,521,57,,,,,,,155,,,4,3,4
113,2020-01-05,4,3,4,4,3,4,5,,0,,0,,52,,,225,,,,,,,,161,,,4,0,4
113,2020-01-07,4,0,4,3,4,4,5,,0,,0,,,,25,235,566,30,,,,,,,,,4,0,4
113,2020-01-09,4,0,4,3,3,3,5,,0,,0,,1,,325,,4,224,,,,,,,,,4,0,4
113,2020-01-10,4,0,4,3,3,4,5,,0,,0,,9,,,,732,,,,,,,,,,3,0,4
113,2020-01-11,3,0,4,3,4,4,5,,0,,0,,243,,12,,60,,,,,,,481,,,3,1,4
113,2020-01-12,3,1,4,3,3,3,3,,0,,0,,,,,,583,,,,,,,,,,,,
113,2020-01-14,3,1,4,3,4,4,3,,0,,0,,,,,8,613,,,,,,,68,,,4,0,4
113,2020-01-15,4,0,4,4,4,4,3,,0,,0,,27,,,,773,,,,,,,,,,4,0,4
113,2020-01-16,4,0,4,4,4,3,3,,0,,0,,183,,,,659,,,,,,,,,,4,0,4
113,2020-01-17,4,0,4,4,4,4,5,,0,,0,,27,,36,,576,,,,,,,,,,4,0,4
113,2020-01-18,4,0,4,3,3,4,4,,0,,0,,182,,,,628,,,,,,,,,,4,0,4
113,2020-01-19,4,0,4,3,3,3,3,,0,,0,,299,,116,,,,,,,,,312,,,,,
108,2019-12-10,3,6,2,2,2,2,1,coffee,200,,0,205,24,,39,276,7,,131,,,,,,,,3,6,4
108,2019-12-11,3,6,4,3,3,2,4,,0,,0,,11,3,67,185,234,,,,,,,,,,4,6,4
108,2019-12-12,4,6,4,4,2,4,4,coffee,200,,0,77,13,57,12,330,159,1,,,,,,,,,2,0,4
108,2019-12-13,2,0,4,1,2,3,4,coffee,200,,0,1,53,,76,232,9,,,,,,7,11,,,2,6,4
108,2019-12-14,2,6,4,2,4,3,2,coffee,200,,0,223,125,46,150,52,,,,,,,,,,,3,5,4
108,2019-12-15,3,5,4,3,4,3,2,coffee,200,,0,364,42,23,152,4,1,,,,,,,,,,2,0,2
108,2019-12-16,2,0,2,1,2,4,4,coffee,200,,0,,22,46,15,22,59,15,,,,,,151,,,3,0,4
108,2019-12-17,3,0,4,2,2,3,4,coffee,200,,0,36,35,34,124,102,,,,,,,,177,,,4,0,2
